time available:[(2.838397979736328, 1461.5384615384614), (3.1330690383911133, 1462.0), (3.4684181213378906, 1462.5), (3.7521181106567383, 1463.0434782608695), (4.068737983703613, 1463.6363636363637), (4.466958045959473, 1464.2857142857142), (4.785952091217041, 1465.0), (5.100062131881714, 1465.7894736842106), (5.498633146286011, 1466.6666666666667), (5.803956031799316, 1467.6470588235295), (6.14379096031189, 1468.75), (6.661548137664795, 1470.0), (6.9929070472717285, 1471.4285714285713), (7.376418113708496, 1473.076923076923), (7.684972047805786, 1475.0), (8.011657953262329, 1477.2727272727273), (8.434911012649536, 1480.0), (8.75316309928894, 1483.3333333333333), (9.089126110076904, 1487.5), (9.555402040481567, 1492.857142857143), (9.892071008682251, 1500.0), (10.252066135406494, 1510.0), (10.846028089523315, 1525.0), (11.180397033691406, 1550.0), (11.530396938323975, 1600.0), (12.110310077667236, 1900.0), (12.461130142211914, 1900.0001)]
time available:[(2.8122079372406006, 1461.5384615384614), (3.101221799850464, 1462.0), (3.439880847930908, 1462.5), (3.7553658485412598, 1463.0434782608695), (4.063778877258301, 1463.6363636363637), (4.4706549644470215, 1464.2857142857142), (4.748264789581299, 1465.0), (5.079160928726196, 1465.7894736842106), (5.472800016403198, 1466.6666666666667), (5.785134792327881, 1467.6470588235295), (6.119036912918091, 1468.75), (6.618343830108643, 1470.0), (6.9419169425964355, 1471.4285714285713), (7.32704496383667, 1473.076923076923), (7.650223016738892, 1475.0), (7.981953859329224, 1477.2727272727273), (8.422755002975464, 1480.0), (8.762627840042114, 1483.3333333333333), (9.06316089630127, 1487.5), (9.535300970077515, 1492.857142857143), (9.869619846343994, 1500.0), (10.21198582649231, 1510.0), (10.816673994064331, 1525.0), (11.181249856948853, 1550.0), (11.563139915466309, 1600.0), (12.144652843475342, 1900.0), (12.509180784225464, 1900.0001)]
time available:[(2.8345119953155518, 1461.5384615384614), (3.117677927017212, 1462.0), (3.443424940109253, 1462.5), (3.7194719314575195, 1463.0434782608695), (4.004319906234741, 1463.6363636363637), (4.431445837020874, 1464.2857142857142), (4.694766044616699, 1465.0), (4.9779698848724365, 1465.7894736842106), (5.420953989028931, 1466.6666666666667), (5.737563848495483, 1467.6470588235295), (6.0311479568481445, 1468.75), (6.537052869796753, 1470.0), (6.831403970718384, 1471.4285714285713), (7.227124929428101, 1473.076923076923), (7.575162887573242, 1475.0), (7.864461898803711, 1477.2727272727273), (8.303721904754639, 1480.0), (8.639276027679443, 1483.3333333333333), (8.959303855895996, 1487.5), (9.416509866714478, 1492.857142857143), (9.739033937454224, 1500.0), (10.082072973251343, 1510.0), (10.691123008728027, 1525.0), (11.005363941192627, 1550.0), (11.356173992156982, 1600.0), (11.941920042037964, 1900.0), (12.306896924972534, 1900.0001)]
time available:[(2.8045880794525146, 1461.5384615384614), (3.0862720012664795, 1462.0), (3.418159008026123, 1462.5), (3.740305185317993, 1463.0434782608695), (4.062462091445923, 1463.6363636363637), (4.487629175186157, 1464.2857142857142), (4.759180068969727, 1465.0), (5.048937082290649, 1465.7894736842106), (5.467135190963745, 1466.6666666666667), (5.780109167098999, 1467.6470588235295), (6.073430061340332, 1468.75), (6.5938191413879395, 1470.0), (6.919355154037476, 1471.4285714285713), (7.303591966629028, 1473.076923076923), (7.634737968444824, 1475.0), (7.9618799686431885, 1477.2727272727273), (8.414424180984497, 1480.0), (8.734629154205322, 1483.3333333333333), (9.08112096786499, 1487.5), (9.540044069290161, 1492.857142857143), (9.866340160369873, 1500.0), (10.19664716720581, 1510.0), (10.775990009307861, 1525.0), (11.10218095779419, 1550.0), (11.439589977264404, 1600.0), (12.015285015106201, 1900.0), (12.339439153671265, 1900.0001)]
time available:[(2.8365509510040283, 1461.5384615384614), (3.1144421100616455, 1462.0), (3.487375020980835, 1462.5), (3.773444175720215, 1463.0434782608695), (4.055588960647583, 1463.6363636363637), (4.484529972076416, 1464.2857142857142), (4.7670111656188965, 1465.0), (5.091570138931274, 1465.7894736842106), (5.495218992233276, 1466.6666666666667), (5.802499055862427, 1467.6470588235295), (6.124770164489746, 1468.75), (6.683264970779419, 1470.0), (6.9915361404418945, 1471.4285714285713), (7.360813140869141, 1473.076923076923), (7.681673049926758, 1475.0), (8.01737904548645, 1477.2727272727273), (8.478487014770508, 1480.0), (8.791190147399902, 1483.3333333333333), (9.157349109649658, 1487.5), (9.6077880859375, 1492.857142857143), (9.939337015151978, 1500.0), (10.30448317527771, 1510.0), (10.933077096939087, 1525.0), (11.24524211883545, 1550.0), (11.5941481590271, 1600.0), (12.195868968963623, 1900.0), (12.549679040908813, 1900.0001)]
time available:[(2.8437070846557617, 1461.5384615384614), (3.105760097503662, 1462.0), (3.425323963165283, 1462.5), (3.745266914367676, 1463.0434782608695), (4.0354650020599365, 1463.6363636363637), (4.443358898162842, 1464.2857142857142), (4.732912063598633, 1465.0), (5.044161081314087, 1465.7894736842106), (5.471872091293335, 1466.6666666666667), (5.782419919967651, 1467.6470588235295), (6.06221604347229, 1468.75), (6.584814071655273, 1470.0), (6.897150993347168, 1471.4285714285713), (7.298516035079956, 1473.076923076923), (7.593271017074585, 1475.0), (7.89593505859375, 1477.2727272727273), (8.316822052001953, 1480.0), (8.648426055908203, 1483.3333333333333), (8.985372066497803, 1487.5), (9.4357590675354, 1492.857142857143), (9.766524076461792, 1500.0), (10.09621810913086, 1510.0), (10.69487190246582, 1525.0), (11.055515050888062, 1550.0), (11.396276950836182, 1600.0), (11.956125974655151, 1900.0), (12.295172929763794, 1900.0001)]
time available:[(2.907320022583008, 1461.5384615384614), (3.208191156387329, 1462.0), (3.532140016555786, 1462.5), (3.8147060871124268, 1463.0434782608695), (4.122781038284302, 1463.6363636363637), (4.555876016616821, 1464.2857142857142), (4.846395969390869, 1465.0), (5.166146993637085, 1465.7894736842106), (5.569514036178589, 1466.6666666666667), (5.88460898399353, 1467.6470588235295), (6.226945161819458, 1468.75), (6.767881155014038, 1470.0), (7.102864027023315, 1471.4285714285713), (7.478224039077759, 1473.076923076923), (7.809457063674927, 1475.0), (8.151183128356934, 1477.2727272727273), (8.624926090240479, 1480.0), (8.969676971435547, 1483.3333333333333), (9.325335025787354, 1487.5), (9.777284145355225, 1492.857142857143), (10.128926038742065, 1500.0), (10.510447025299072, 1510.0), (11.081263065338135, 1525.0), (11.43491506576538, 1550.0), (11.784260034561157, 1600.0), (12.224962949752808, 1900.0), (12.603837013244629, 1900.0001)]
time available:[(2.911581039428711, 1461.5384615384614), (3.18265700340271, 1462.0), (3.542072057723999, 1462.5), (3.849360942840576, 1463.0434782608695), (4.155174970626831, 1463.6363636363637), (4.565968990325928, 1464.2857142857142), (4.860796928405762, 1465.0), (5.164427995681763, 1465.7894736842106), (5.58080792427063, 1466.6666666666667), (5.892933130264282, 1467.6470588235295), (6.1986401081085205, 1468.75), (6.744410991668701, 1470.0), (7.031186103820801, 1471.4285714285713), (7.421267032623291, 1473.076923076923), (7.739920139312744, 1475.0), (8.075248956680298, 1477.2727272727273), (8.543775081634521, 1480.0), (8.835523128509521, 1483.3333333333333), (9.167648077011108, 1487.5), (9.647202968597412, 1492.857142857143), (9.997299909591675, 1500.0), (10.324769020080566, 1510.0), (10.929204940795898, 1525.0), (11.253030061721802, 1550.0), (11.604079008102417, 1600.0), (12.190544128417969, 1900.0), (12.578510046005249, 1900.0001)]
time available:[(2.827587127685547, 1461.5384615384614), (3.0959360599517822, 1462.0), (3.42645001411438, 1462.5), (3.735399007797241, 1463.0434782608695), (4.045283079147339, 1463.6363636363637), (4.463114023208618, 1464.2857142857142), (4.784019947052002, 1465.0), (5.065950155258179, 1465.7894736842106), (5.486631155014038, 1466.6666666666667), (5.804267168045044, 1467.6470588235295), (6.116970062255859, 1468.75), (6.648748159408569, 1470.0), (6.962548017501831, 1471.4285714285713), (7.337968111038208, 1473.076923076923), (7.633049964904785, 1475.0), (7.962770938873291, 1477.2727272727273), (8.40176010131836, 1480.0), (8.722252130508423, 1483.3333333333333), (9.04402208328247, 1487.5), (9.51619005203247, 1492.857142857143), (9.863189935684204, 1500.0), (10.208579063415527, 1510.0), (10.77049708366394, 1525.0), (11.13001012802124, 1550.0), (11.461384057998657, 1600.0), (12.032315015792847, 1900.0), (12.365015029907227, 1900.0001)]
time available:[(2.8300509452819824, 1461.5384615384614), (3.093709945678711, 1462.0), (3.4523658752441406, 1462.5), (3.765800952911377, 1463.0434782608695), (4.07859992980957, 1463.6363636363637), (4.483269929885864, 1464.2857142857142), (4.790158033370972, 1465.0), (5.112972974777222, 1465.7894736842106), (5.5326738357543945, 1466.6666666666667), (5.834764003753662, 1467.6470588235295), (6.164216995239258, 1468.75), (6.712376832962036, 1470.0), (7.028757810592651, 1471.4285714285713), (7.394040822982788, 1473.076923076923), (7.6891868114471436, 1475.0), (7.996929883956909, 1477.2727272727273), (8.441093921661377, 1480.0), (8.786628007888794, 1483.3333333333333), (9.121917963027954, 1487.5), (9.590373039245605, 1492.857142857143), (9.925211906433105, 1500.0), (10.283182859420776, 1510.0), (10.882189989089966, 1525.0), (11.202991008758545, 1550.0), (11.571053981781006, 1600.0), (12.173099994659424, 1900.0), (12.51793384552002, 1900.0001)]
time available:[(2.8752830028533936, 1461.5384615384614), (3.1349399089813232, 1462.0), (3.4810009002685547, 1462.5), (3.7719638347625732, 1463.0434782608695), (4.053170919418335, 1463.6363636363637), (4.4605629444122314, 1464.2857142857142), (4.743782997131348, 1465.0), (5.017367839813232, 1465.7894736842106), (5.43769097328186, 1466.6666666666667), (5.717373847961426, 1467.6470588235295), (6.017924785614014, 1468.75), (6.525600910186768, 1470.0), (6.820885896682739, 1471.4285714285713), (7.207037925720215, 1473.076923076923), (7.527543783187866, 1475.0), (7.8564980030059814, 1477.2727272727273), (8.2964928150177, 1480.0), (8.596510887145996, 1483.3333333333333), (8.918380975723267, 1487.5), (9.386017799377441, 1492.857142857143), (9.739908933639526, 1500.0), (10.06455683708191, 1510.0), (10.686140775680542, 1525.0), (11.000641822814941, 1550.0), (11.319211959838867, 1600.0), (11.908268928527832, 1900.0), (12.26051378250122, 1900.0001)]
time available:[(2.7952420711517334, 1461.5384615384614), (3.0961170196533203, 1462.0), (3.4543771743774414, 1462.5), (3.7305681705474854, 1463.0434782608695), (4.00701117515564, 1463.6363636363637), (4.4339799880981445, 1464.2857142857142), (4.6895911693573, 1465.0), (4.956230163574219, 1465.7894736842106), (5.345353126525879, 1466.6666666666667), (5.660640001296997, 1467.6470588235295), (5.9878830909729, 1468.75), (6.53141713142395, 1470.0), (6.831834077835083, 1471.4285714285713), (7.211261987686157, 1473.076923076923), (7.558395147323608, 1475.0), (7.835867166519165, 1477.2727272727273), (8.291972160339355, 1480.0), (8.5992112159729, 1483.3333333333333), (8.932031154632568, 1487.5), (9.390448093414307, 1492.857142857143), (9.732973098754883, 1500.0), (10.059983015060425, 1510.0), (10.666620016098022, 1525.0), (11.015006065368652, 1550.0), (11.340694189071655, 1600.0), (11.937921047210693, 1900.0), (12.297996997833252, 1900.0001)]
